gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GENE_18,282.76853339016833,0.056636752260922345,0.4727014877731266,0.8970661968871322,0.14228237329725052,0.12706020642425672
GENE_19,172.11149627697074,0.05951227899149038,0.25880601649487667,1.2748750412787222,0.19617678565548702,0.021559045507948387
GENE_20,473.1854369498993,1.8765676119519954,0.13483710671830862,0.6515219913395057,0.3546958745655713,0.07865883121523909
GENE_21,75.11726436366934,-1.0320894564347478,0.3468266064471205,-1.1376856704248166,0.0929584094157899,0.028981920328175193
GENE_22,172.75775600120113,0.19224155388196673,0.14553535739064058,-0.20149153394751798,0.02137214004735858,0.05452945664948204
GENE_23,228.13860911042352,-0.924550577410085,0.23808925712067686,-0.006521315229458062,0.04332320363778209,0.02666070825307968
GENE_24,304.4673439298875,-0.8689924548646312,0.3029647754871235,0.5987943895619102,0.1954178171297375,0.022447763584389442
GENE_25,768.968005515456,-0.6183442469372787,0.44968900987407034,0.6683404887180808,0.20803711290137844,0.03763318114122343
GENE_26,111.36793106434514,0.4442675432674257,0.29741863213604747,-0.7341737987784958,0.021489711350504304,0.012271619235751713
GENE_27,361.01457751656386,-0.9574972433269546,0.3809035064126657,0.08199555641356042,0.013009665432032752,0.012589917214174668
GENE_28,448.7523606548803,2.5115122511470416,0.49712673559962817,0.4572804046152411,0.14885746734042876,0.0005583879018411414
GENE_29,23.781924878204272,-1.7892146044390078,0.15259564795919267,1.4558223221467665,0.11462045540192027,0.0010253138835134622
GENE_30,467.6665103248051,-0.3737432883227181,0.2098926102078078,0.7045065398247231,0.18985316873426278,0.016505736139092418
GENE_31,93.48062598870821,-0.8794621165483498,0.2578304302390586,0.7890566873755189,0.12688944721304332,0.0023568658731643504
GENE_32,33.63196543965212,2.8939557687074657,0.26873127141553255,0.08382662792936094,0.08970076894583695,0.11470858657513804
GENE_33,1486.8438967534653,0.39310955302314926,0.2644084301062183,1.4104591452035038,0.00639233971038036,0.08935034643625361
GENE_34,1685.3151712305862,2.0636890789372697,0.463044401022622,0.4097627959594974,0.06966774750183956,0.03420673439067871
GENE_35,826.1657864064383,-2.971120746073944,0.3856130577867426,-0.8610879101735704,0.1197233439525283,0.03645062362353504
GENE_36,181.64392998437916,0.5341005317385177,0.3431620856362815,1.4033699701251907,0.02063768079104085,0.06679690560691402
GENE_37,51.38865750125312,1.779261591246874,0.22374908714511285,0.6979032725390276,0.036217739693777944,0.02964732560871256
GENE_38,576.3753815493309,0.16456797855084837,0.4295161536885179,-0.4430440211284823,0.1822818666193542,0.01351110165255615
GENE_39,290.0454212926992,2.1309607501307024,0.48202420459399564,-0.47949296739924335,0.09429291037273158,0.07187529258977773
GENE_40,65.07611697722432,-1.0345769002007443,0.4284793130200907,0.2965755451407618,0.039959425509456546,0.03609452962205949
GENE_41,341.7736140670751,2.81869488037116,0.10062604207658916,0.4631847952675847,0.04291375599660016,0.03038110916979708
GENE_42,17.49686072173954,4.5977962472385006,0.3545605480733628,0.19729226563120644,0.004862448855061248,0.013912508370921419
GENE_43,1200.2114436965119,-0.7256771208793181,0.12045415257684029,0.3113086734428849,0.02982885401038221,0.006857460061869153
GENE_44,149.72888842034305,-0.8910050428015436,0.20304288813348875,1.6999573745763805,0.17850942204498765,0.07309352935728027
GENE_45,543.1278992824901,2.906768954235402,0.12380988013910868,1.0715431522348857,0.019422213059363876,0.004825355658198291
GENE_46,186.77329082881184,3.1591442914614247,0.3415181811797551,0.19063559126502433,0.07655903673241278,0.06260272548596517
GENE_47,367.0554479546143,-1.0457200543065366,0.3746359653970427,0.9413105807674833,0.039073036397524206,0.023291524703903936
GENE_48,395.6118989908988,-0.8403736341917145,0.14579505522636205,-1.0325239035275395,0.05643528233076322,0.046315967890163574
GENE_49,102.19429975395288,-0.5635692177210144,0.2535355532179918,0.39792704994680894,0.011070314878762744,0.0237661757698287
GENE_50,1746.4035663681132,-2.688901022068554,0.2824946035822168,1.80930634973311,0.027040142996714398,0.012378617362215252
GENE_51,746.1226885690704,-1.8373038929683965,0.24762120870436666,-0.21804589539237385,0.06266637179861363,0.0056670430054729295
GENE_52,1402.547209645791,-2.0082815335041357,0.14841000019407724,-0.8476339286190848,0.11937557998870289,0.013838162390381999
GENE_53,1126.0759987670983,-1.5355951302082569,0.2675791160749902,-0.6520888885930607,0.06184443203954856,0.00380224695759145
GENE_54,455.5272061916375,-0.06936977477356236,0.40047121912336725,-1.0896330373423884,0.028997875272142704,0.03585364750658157
GENE_55,1274.7176896347025,0.4684294650730415,0.1284030658133022,-0.7847619081277034,0.06838728586796625,0.08958075703717186
GENE_56,46.32772947655781,3.1010009856281537,0.1320720056327614,-0.370508098590029,0.006021083459926003,0.02658138104572611
GENE_57,109.06734731563373,-1.996708081477582,0.2419085167343937,-1.405567019178642,0.06653728674006681,0.0013099119516880881
GENE_58,23.140982843415976,1.9686447969531675,0.47669028464757,0.015618333949603047,0.006113587229515872,0.050986640494575436
GENE_59,196.7660434015434,-0.4279776884510179,0.36742905868916564,0.9022771737866472,0.27717118900751636,0.13785886372961245
GENE_60,246.0651458971093,-0.0989274193048659,0.3714679826690259,-0.9077561801469204,0.04495664687695481,0.06639604085664533
GENE_61,158.28022160441284,1.3496389843332075,0.244767996335146,1.5192839236417688,0.10876831662182022,0.06718632149672495
GENE_62,882.278932620467,-2.2454440431245972,0.33746431648341535,0.5107920885275947,0.3253414399581896,0.014335630919446325
GENE_63,220.61349976493509,0.7648194923681012,0.10405247361109736,1.0305805856240573,0.0039066689423546234,0.07563935325630554
GENE_64,164.9014200671246,0.3329044164261122,0.35443841856381686,-0.6578345538521371,0.06579628877048843,0.0634680655420185
GENE_65,391.203541603873,0.9849025280162982,0.4653147790304947,0.8545252270666157,0.06311870642129741,0.016120401472813746
GENE_66,75.94907391031443,0.5783372878156362,0.34502938733792765,-1.091933900395313,0.3111333575317169,0.020753611342342382
GENE_67,810.2417978873656,4.9106002798217885,0.44947943738653806,0.8902475008365087,0.026783735299661198,0.02445933950903071
GENE_68,38.73793440565451,-1.275479968502632,0.38958922218643754,0.17183933979353122,0.010427464893071892,0.09248862240490577
GENE_69,2167.07316979366,-1.0619939100036353,0.1482233665614761,0.5532512199847837,0.03444931221113667,0.027010499923946035
GENE_70,739.7418881207557,-1.2462810528495287,0.4609813229143367,-1.1755946056248516,0.17924564069132287,0.0017056044359782475
GENE_71,110.76972025294297,-1.1109542383205093,0.12657753774230995,-0.8950698422766047,0.0471593900015688,0.03895851328281465
GENE_72,2.7687101879677374,-1.2747742546130354,0.31358698901910553,0.5972282182533848,0.02690963626593503,0.061729832368049735
GENE_73,844.948388743063,2.3780330622151036,0.15685484951738307,-0.9483480042242007,0.06422703577500866,0.038180037746784835
GENE_74,613.5479536935223,2.8410084959797097,0.10468264429236163,0.46320629209912306,0.27138311901623,0.08762407449009726
GENE_75,652.8314543939995,-1.1414925874989525,0.26881370405105565,-1.3671378064602457,0.0417080630996317,0.029206708245997436
GENE_76,737.6072630217567,-1.6647111462084574,0.2180162830616625,0.8481742126666681,0.04257476412568486,0.018060496382177774
GENE_77,38.464632756898176,0.9428311127728082,0.29440019751904123,-1.232523314768509,0.12516593689114663,0.059110745734560995
GENE_78,221.94633620811624,-1.1044460885619425,0.33087995469382037,0.5522999376795232,0.010102563334217645,0.008062610722060557
GENE_79,61.575052302224826,1.2658636355110215,0.11749562892357895,0.6256309336460009,0.020177024469342525,0.004531736608108116
GENE_80,994.2647858291114,0.4058460417025994,0.14920131804949827,-0.6967718184295749,0.17856938956012378,0.16907395670630782
GENE_81,488.150595856187,-3.031488229994464,0.32345695858017015,0.5820265670847269,0.15769005195231722,0.019338170434961097
GENE_82,200.9094006256505,3.0950104026601233,0.2372669412690633,0.26044226333355597,0.07426456111364647,0.0016496653484766612
GENE_83,32.83403290239144,3.5917553461910434,0.39166939501977927,-0.5388418561927383,0.22952913877701916,0.0077796154087705
GENE_84,186.24417520517687,-1.2255773809687724,0.36091665943677587,-1.008554684076208,0.031925759996132175,0.05870579886765207
GENE_85,196.65710659206567,-0.7754031198719683,0.4382417451959627,-1.962625691672579,0.0729124848386127,0.03285150475554931
GENE_86,653.9378919788704,0.5717307814498099,0.37699713066769014,0.3496500472996937,0.0177124994042332,0.04601397619399769
GENE_87,507.44467946300995,0.66891357997405,0.2719724309560593,-1.5648027713620551,0.05576896034639042,0.024531587482904738
GENE_88,1091.1259562007574,1.3170885453456609,0.369186648957773,0.0953441994413082,0.013458064252916131,0.04338841867888045
GENE_89,319.5330666881549,4.020409077532699,0.21015246970216742,-0.2634482160822491,0.014443574675807468,0.02190707010654805
GENE_90,63.68619680775095,-0.3538944549880988,0.22252539951128508,0.6791427754381955,0.05913078448717119,0.011334646629177159
GENE_91,624.5631721582997,-1.5965944890769075,0.41559406396831733,-0.3020454994898642,0.2648514255611926,0.04518502441885994
GENE_92,715.196376538432,-2.7586384560290544,0.27856780656063285,-0.3294477863470914,0.05088797515516375,0.013564698135829502
GENE_93,411.9437474429144,-1.4618600798838381,0.419352136207341,0.7318707042882956,0.017642151995216373,0.004430249468448843
GENE_94,736.9449833606823,-0.06625394574759419,0.42896894946731134,0.3350580290841175,0.0436594496779633,0.04811965956189496
GENE_95,340.407365755139,3.5891157270355754,0.44302493506451357,0.3161559571827783,0.06104638237263728,0.10233208364657989
GENE_96,369.83941938863353,-1.0352225980723428,0.46665409433648297,0.46926758980852623,0.19805553370172924,0.130139428245609
GENE_97,278.90709695421367,0.447575903277797,0.2723940882053185,-1.5355721232071058,0.13643796378098366,0.07223352175186236
GENE_98,12.873886995056864,-0.03284579214550415,0.22754672732845554,0.756788679986982,0.03499770305450401,0.24160554553198474
GENE_99,57.08371759593292,2.376786546896168,0.33287949863764554,0.6124687940136023,0.12679154868958306,0.0022355480211051553
GENE_100,15.966840646526911,5.053864851747243,0.24846896937505103,-1.0166831285764972,0.16564746935486682,0.025743428903728122
GENE_101,505.8647754637747,-1.0617375458406413,0.3404296667200932,-0.2440804736742013,0.01768646748478881,0.10723159268837151
GENE_102,188.69835439754993,-0.9788788850364443,0.38223434505752985,-0.039307287627631186,0.1189703120023232,0.05249879646466723
GENE_103,355.218588567095,2.088321754138144,0.37536200739685477,-0.1344967844017327,0.08123301666918276,0.02024569644826677
GENE_104,1190.6327649229877,1.3637829792526228,0.24982115480804856,0.33385996656853467,0.07088729735531003,0.03114231355054169
GENE_105,143.36941149164917,3.693414651472067,0.16674408067950114,1.4313667818311835,0.013717784088625227,0.04473657402004405
GENE_106,264.1409874413363,1.1678563706519278,0.272211735384883,1.0817667276728287,0.1503996960828028,1.4930152421344056e-05
GENE_107,704.3745737692917,-0.7185841815741191,0.1570376576327635,-1.3122191934314063,0.00955695164844865,0.13038946686046204
GENE_108,129.902578458697,1.1813096613846186,0.4560388140735233,0.6220699903060487,0.007175526508163874,0.04091084466729013
GENE_109,40.05213927508818,2.2174071611658155,0.23835098429514298,1.3289333195354096,0.03538400853317166,0.025622567345431876
GENE_110,171.07015194352854,1.640964362394728,0.16178389888932954,0.38680852068920263,0.039203576556317524,0.13943800277990803
GENE_111,87.90417925003142,1.0145480622145955,0.11017910396230035,1.090980425185967,0.01622429677234469,0.01566892727181836
GENE_112,1327.4750429403123,2.133349379178308,0.3583289545145937,2.012270445700765,0.04869632880484923,0.027116503146008206
GENE_113,825.4435402422847,2.3385911808913455,0.3547609269818973,1.0237095461069814,0.031712380502203236,0.0010229142865527268
GENE_114,501.7470952602655,2.7643179820750543,0.23624166663251667,0.24930859564172886,0.06697788003427398,0.015332707870554565
GENE_115,1025.7598652604065,1.2974197751792853,0.12868475553906042,1.0450884740847535,0.0938388828716578,0.09108474145879666
GENE_116,813.9844703702782,-0.3342361606337087,0.2638515579580928,0.14488783309689118,0.027669071037007734,0.021602201437394705
GENE_117,103.24773817931954,0.29342737286664566,0.22448699802535743,0.02390304328495547,0.023634722958542208,0.0824917523449444
GENE_118,1115.4067026177804,2.4130179330167136,0.3708482558940037,-0.35141423571373254,0.03935076521881895,0.04240470154370165
GENE_119,387.549950983086,-1.6338713419744721,0.3423116997810761,1.5634133588321082,0.11989513057942354,0.0749266256328333
GENE_120,823.6741456517831,0.7373466177458023,0.245837491279016,-0.8184286659420014,0.08404632998054466,0.08084024795828657
GENE_121,1132.1213246431157,-0.7866776246547214,0.18715702170199605,1.532367724678116,0.18441849916906736,0.02444211807661319
GENE_122,191.36535820915924,0.057489645869634974,0.4952143864622368,0.49986412374037137,0.08490166921006481,0.051922170545394504
GENE_123,58.296080061925416,2.5569037252145974,0.28160064847844596,-1.3993061748019415,0.1616393996487785,0.006012025940802215
GENE_124,129.34337306969067,0.3821981360398067,0.3753096943120948,0.3676492929914216,0.13401747542911285,0.13456773215823672
GENE_125,278.5288463743072,0.09287309631229762,0.15622118703134433,-2.100026507651624,0.003311229944874582,0.023968302835509582
GENE_126,851.9148633194725,-2.7197122819598385,0.2942358798637591,0.6255080168310357,0.16445513390852018,0.009472353521823745
GENE_127,985.6724859399167,1.4925071320544414,0.1110146879477862,0.885231482988991,0.07985516954931147,0.02495791760937621
GENE_128,3.4882045908253234,1.2909683622821508,0.30218204716417996,-0.5923559556520536,0.02933497329187839,0.0027832480811136335
GENE_129,357.4380796692779,4.32650944661092,0.48560696284708094,0.12354769595558233,0.1945896801945313,0.026897954301204646
GENE_130,270.13666045933564,-0.6155564699060017,0.25368268519432013,1.9541574337502863,0.11802162091448784,0.012950543582928246
GENE_131,125.58366913791225,0.43830065532787793,0.11559840502996464,-0.5057467042619367,0.04130323923281215,0.0037247621306048073
GENE_132,63.84019577282341,0.4987673674215105,0.11238231636773742,-1.0589075870566005,0.11469152074710429,0.07515209139219564
GENE_133,205.95428993121624,3.1549065595269488,0.25519470397874777,1.4816634024625988,0.06253787543269869,0.03874353479390179
GENE_134,1431.5605613455748,-0.1905910647739042,0.1640099745852776,1.9625871905307948,0.004605215851506054,0.033384682601495824
GENE_135,195.1919014407372,0.5580430515406785,0.10934083853127437,0.0036956718478473255,0.020949696508231235,0.06634541284382424
GENE_136,365.72640288007597,1.2157930194330784,0.4024854455800707,1.0114630354083562,0.014654058967581334,0.09795656538437823
GENE_137,607.0434884404274,0.3732182463127162,0.2834092035527563,1.341475915530881,0.06735205748120218,0.047719921700877514
GENE_138,225.98724948348118,-0.8928672291010565,0.2156979087890618,-0.742484232538384,0.06514625978503044,0.039252316514194044
GENE_139,1783.8990691458498,0.38817998579661517,0.46003327320659226,-0.4853058353678683,0.10815854061127518,0.027197682233576763
GENE_140,1641.004932270699,2.147263499719544,0.14645558408021025,1.230874513154735,0.10870290126658008,0.02949933504043799
GENE_141,145.03064749610263,-2.0530305988221205,0.48236753158212775,1.6850142787085094,0.07061957158762863,0.09239202489961311
GENE_142,343.82963923192364,0.265939348293752,0.22558668695094114,0.5628808601743548,0.007159773791421659,0.050188429303115886
GENE_143,178.9652300395234,-1.4002416298783464,0.4553614689234725,-0.8798143535020543,0.17573760954814543,0.020284881621373027
GENE_144,167.62483819054086,2.390093257849685,0.34117715059178466,1.9870611116994412,0.16489127744034587,0.057045037642318074
GENE_145,18.792238882761268,-3.0463738095675494,0.430682943896595,-0.5309708978119645,0.11233038942584381,0.06059952639012521
GENE_146,470.24603549129654,-1.1178436945431767,0.4936052652841857,-0.33513778117145177,0.0469659233098384,0.17614415801867525
GENE_147,349.2598164148192,0.7544237501290417,0.2153621751274983,0.34233783448962146,0.205047420979251,0.0967688200161362
GENE_148,26.42554369019624,3.131048058468681,0.48445419416303726,1.5541604207147741,0.07023404381017256,0.042718889470774596
GENE_149,163.3129605051847,-0.1315005221459756,0.2557927579609681,0.8539759765522237,0.08673267572759445,0.005591323527522046
GENE_150,1194.4304755446701,-1.1103990533863968,0.2542047618947689,0.41486550036191044,0.06553999516289326,0.07504437035615312
GENE_151,136.93027607103852,3.7623141388811803,0.2361548417018023,0.4632885301181062,0.0976191690011852,0.02933742763431707
GENE_152,78.26543049273488,-2.896027800832488,0.3165630429390341,0.04351466864346608,0.3455903553143139,0.1617277619040528
GENE_153,336.1360547368181,-4.397611913240164,0.16165801727139484,0.5581395145185063,0.18426754178675575,0.01569241269479976
GENE_154,2122.01849130763,0.8800289001066648,0.3214845941432045,-2.529560077694303,0.06866881188725733,0.0008642682563965381
GENE_155,138.5724067798631,-1.0041084487052223,0.3166819249640016,-0.29660745906979835,0.03831835722547452,0.030967215779856932
GENE_156,557.5775051486467,-2.0424656342614265,0.40476072504194804,0.241321934916781,0.10021080609013487,0.045327244086719634
GENE_157,716.9438131197314,1.4167128945987066,0.4334599847750342,-1.151014083619507,0.08793565905658766,0.09509372190993379
GENE_158,135.6665861679029,0.48760142754239766,0.2761765401249696,0.38632331781156,0.04166332103856401,0.010173874255946045
GENE_159,651.374464246158,-1.1281572614734567,0.2209332997405975,-0.20447122098612153,0.08542670155674124,0.012695902728208119
GENE_160,229.261399632152,-2.560608797341789,0.2037339589268378,1.75547569831549,0.0038195157281106793,0.04390632531153029
GENE_161,500.25187386588567,1.7449146565602893,0.17784953468194878,1.5730197252148563,0.025401527860230606,0.015510198261539763
GENE_162,501.9189135688191,1.300402355917322,0.12305903287960995,-0.46580556911816284,0.008174208624743525,0.019251516344912293
GENE_163,383.6926249761744,-0.19835172755876582,0.23697919153388536,-0.15083771156669531,0.10829808792857866,0.0654970026325258
GENE_164,47.31457940581048,3.6932739920953317,0.20809907685231332,-0.0739475656083926,0.0459938796922484,0.04505009335295824
GENE_165,901.8223971231484,-2.140169532652305,0.48656695434656294,-0.4516594761596227,0.013458517710472327,0.029434915361126045
GENE_166,193.4051468336983,-3.0510503418494777,0.3230835305000176,0.19502498402812674,0.05635191673411264,0.03717525944746229
GENE_167,103.21605330377827,-1.3838161397624889,0.23891081561220304,-0.7582820688875902,0.009161431003366938,0.029158082732793793
GENE_168,20.814879897172602,-0.09117203271099561,0.3321870403974784,-1.1306153349375263,0.005234424261640407,0.024133205615751056
GENE_169,446.8892022972917,0.48667889864538366,0.1556786805382782,0.6227112239002686,0.013146853574785252,0.06929017031692805
GENE_170,565.9258671336744,-0.48247211571265974,0.2776174996808812,0.6295295842218108,0.03675930755442445,0.02372260193263774
GENE_171,8.36347377923531,0.7041107930285936,0.35049372856842553,-0.8043157596599924,0.0022452849787873317,0.043450615402744724
GENE_172,358.8152922747442,-2.503078848380888,0.29555913271698053,0.8953554307625996,0.06429063767441968,0.0028536791701686925
GENE_173,128.41207352747884,2.887529208146519,0.2607115202617297,-0.6315777291653314,0.014936536804437116,0.0444492642873024
GENE_174,518.062170773846,-0.1643023567851376,0.49753935555987927,0.2531652380379812,0.2762267054220504,0.046478362666702085
GENE_175,95.80211126956688,2.2345916631762552,0.4521259048595708,0.820344012612456,0.11419546487455792,0.009285255147152637
GENE_176,587.1062637838595,0.6854506927554083,0.34936238326377606,-0.03361256470371301,0.07447831661169524,0.028253314979375325
GENE_177,244.4793504905509,0.9135064383075678,0.3277509444729131,0.4547409121411344,0.08202099568810947,0.05121185238414261
GENE_178,1380.1719089021535,1.1395345604644078,0.3482641919298336,-0.5164296438875717,0.1663536435267819,0.006433502100958769
GENE_179,73.97220671963947,0.8954171200346299,0.18052484312897332,-0.19646658342809717,0.06053628698754079,0.020887737744304823
GENE_180,208.56621699758588,1.2854455197350878,0.25805509730572745,-0.20585943088034037,0.022921096413967907,0.028030233550342853
GENE_181,60.22214251849821,2.658305060264863,0.11578381315635973,-0.7465783465402389,0.13723707947987301,0.019656803542026313
GENE_182,1293.0951985753618,0.39304233940294026,0.29021841499473067,-0.1767741631157821,0.0011068053011868528,0.006536999387690531
GENE_183,1049.166853580497,1.4180075151770246,0.3172098335830653,-1.5486182988637467,0.17475996533638782,0.0897943274493103
GENE_184,149.16368503074446,-0.17947138857445344,0.19109989444128384,-0.4911537471421047,0.07635591115978385,0.030136636490311827
GENE_185,539.3813695219573,2.8802344308989456,0.48561153886620556,-0.28487549336967083,0.07072009580545105,0.00573830147986201
GENE_186,849.7420363196106,-1.3527846041185394,0.4637818443748968,-0.2561797524953801,0.09086744410814071,0.05758225333603406
GENE_187,405.066180343254,3.6018808658216313,0.38885729418236237,-0.24149744587077882,0.029005527356888692,0.07643202041691738
GENE_188,377.13970509697305,-0.08031590128868682,0.31335465150614505,-0.061764199860128925,0.1636391392557926,0.09176464415892323
GENE_189,138.43852271895156,-2.8615502042360963,0.44798766385907396,0.4794415180860639,0.014721824185658929,0.09720135203974842
GENE_190,48.86307023747037,0.25620882982157855,0.1522609375293852,0.8745170741325226,0.0528228403708205,0.007254962491442596
GENE_191,1137.5616125972615,-1.3621033149497617,0.416203917709954,-0.6497652268482671,0.06072159555137048,0.02474957028791034
GENE_192,1153.3872138242134,1.6812870979774481,0.14992832558673932,-1.2032008553891445,0.017884943869659775,0.16116115370679715
GENE_193,501.3349597414424,-1.3052479586047818,0.4176842650197622,-1.042044412243103,0.060644343765361784,0.027390112268785332
GENE_194,207.02325490566196,-0.8923668664295594,0.2103070273005428,-0.48720292119492714,0.002233560626878389,0.006009835998796707
GENE_195,214.78380790582196,-3.779081461891062,0.45083623240727555,-0.3519213178165091,0.20927269442008953,0.016016339704219756
GENE_196,647.2327148635591,-0.9046126384981534,0.47761683753015916,-0.7699960661974573,0.07877200516769316,0.20539134026318984
GENE_197,1137.0486745536261,-4.847758653257913,0.15951838776204627,-1.2961166642498945,0.011600255285264179,0.0064791072365622685
GENE_198,1090.5662846983066,-3.1678056469714466,0.2850702420261574,-0.4561208274741882,0.12013117893408255,0.1210554716480845
GENE_199,756.7810959654516,1.5208293122885947,0.49239495126507404,0.18142662011397137,0.20160570917930326,0.015533967028531164
GENE_200,513.6553467838525,1.5716003173016644,0.2933629743892586,0.5950294658355647,0.02970252607367646,0.02669193246332481
GENE_201,43.945863098042025,0.8509151235699295,0.4454190090058181,-0.5574230531083212,0.018342207040702108,0.014600552818614224
GENE_202,88.14710734170575,-1.933952286258426,0.33549260885252796,-0.41299782214343406,0.12758525080465097,0.03902510002821012
GENE_203,1144.1152500887529,-0.09542271228395971,0.25013196316784075,-0.9266983088473107,0.04420517627164673,0.0858702329205828
GENE_204,466.2469734827948,-0.007205078181136809,0.2143134222103481,-0.03143917037477642,0.06873726251275453,0.006676355251911308
GENE_205,4.619802805497205,-2.3167293783850855,0.18128923643443492,-0.8484286341908146,0.198702558399775,0.03847919907583318
GENE_206,53.49845071797466,3.0067966035343012,0.40471927655107887,0.5731278132412001,0.2766938138272409,0.014458207539161454
GENE_207,544.5811936451205,1.7547245811513428,0.25461620272921115,-1.7858664919341112,0.07001343731933381,0.08942823561024182
GENE_208,2.5372185258985014,-0.44192834765932787,0.30451018488030046,-0.3596296724524624,0.07472035897773652,0.01684120282341131
GENE_209,87.65790805209953,0.05377167798906156,0.29693019200047277,0.3011073391917421,0.028418098613573573,0.0422578306270046
GENE_210,397.84892306946585,0.41676561589510497,0.3309116116932525,0.18383451632250436,0.02754499442810757,0.011703498835871412
GENE_211,588.6576433274063,-4.083469736848581,0.4462308582498209,2.6930336639804966,0.14119997971418413,0.055539869481374536
GENE_212,527.7207410676243,-0.49435476504119386,0.49229573743337174,0.34980002456790754,0.010240475708593218,0.15652130327770702
GENE_213,126.97493365401225,-1.363968495995597,0.2630336834295268,-1.0040545968420103,0.08428071725449224,0.011676632987888333
GENE_214,622.7086444492694,-2.003240019789831,0.4310075688425212,-0.09546424708907303,0.07379472512584503,0.030005572407015572
GENE_215,135.41187952640297,-0.5622005857719098,0.40581111786188706,-1.7762463334664518,0.27922667813772306,0.01080663704458579
GENE_216,196.8174544590422,3.595373053699045,0.3294115805822293,-0.08059974929676088,0.062334044116890426,0.11787285989048693
GENE_217,686.1787758328953,1.2816857225340197,0.4824188574447733,-0.8330560570007587,0.12442260085527432,0.162023622505239
GENE_218,524.386907151384,-1.1423579795655936,0.18018980621136113,0.9153902755601617,0.06966240539691172,0.01836485768758884
GENE_219,945.9780387317005,1.1451655627123172,0.14370568412384857,-0.5495402745955349,0.009082406063161824,0.01666258801602075
GENE_220,535.9066440848812,2.7987108731720043,0.44158478678216884,-0.11676591579524663,0.05536213958082312,0.05146954148469594
GENE_221,420.0221527936287,1.8492673658255376,0.27565992665349937,-0.6355578414044034,0.15568512112289934,0.015155360408417085
GENE_222,49.178530724205245,0.11926073984034825,0.4387875416828242,1.7388513518533313,0.006755310623394234,0.07093203667460479
GENE_223,229.20815360351003,-1.2938735554111478,0.457236082078166,-0.3212427661179117,0.07506850746415804,0.011296661132407182
GENE_224,154.0800739294156,1.3964466272271798,0.12498303744762858,1.8325570434792018,0.06771374243246124,0.028215891313566673
GENE_225,139.85010183121062,0.7869707708434992,0.45338590519442434,0.8141517621182666,0.010463479288167956,0.030133881639386254
GENE_226,1806.154703081463,1.7903864400554645,0.27932762214776885,0.48206672733538614,0.03277111841173281,0.07127240728899094
GENE_227,249.6937485200119,1.270343603363939,0.30417299560169286,0.3687331473175197,0.04242384180449467,0.03633981978630793
GENE_228,1113.0276056242615,2.0991054306386703,0.35063700443728407,0.39379729821625153,0.05561069432914109,0.01833454523971522
GENE_229,498.66719286824156,-1.070470423121136,0.4705530426920347,-1.92767257934561,0.11865884567996078,0.08130861046158022
GENE_230,791.9126263441999,2.6347881312686514,0.10764643777190562,-0.2788833941507565,0.005923263093216253,0.05489006207259918
GENE_231,349.21766219438524,0.3951992093847993,0.29073738732712684,0.8451579711843216,0.1492262916045147,0.048355324363030874
GENE_232,430.0779513207925,4.150521745250531,0.3750888169722243,-0.04889718347410554,0.0027673860223488157,0.042448086799263124
